/Library/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/deeptivelusamy/CSE536Mapper&reducer/thread_test.py
longengraffed 1
forgetfulness 1
powee 1
hardfavoured 1
armourer 1
luxurious 1
willyhou 1
punishments 1
retaind 1
anight 1
stone 9
damnable 2
Kills 2
ace 2
Hostilius 1
rosemary 1
industry 1
slender 1
meal 3
stonw 1
unseasonable 1
frights 2
act 7
honestest 1
bond 9
denote 1
foulness 3
diversely 1
utterly 2
burning 4
No 11
Romish 1
Away 10
Beaten 1
motley 2
proideed 1
Knowst 4
fritters 1
widower 2
lively 1
carbonado 1
parties 5
deceivers 1
slewst 1
Empty 1
Hopest 1
theybuot 1
hew 1
legacy 1
monsin 1
her 11
hes 9
missd 2
glean 2
waterthieves 1
bequeathed 2
Alarum 4
meals 1
taunts 2
hee 1
wouldsspeak 1
tdinsebay 1
sealed 2
hem 2
betrayd 3
bubble 2
Fulvia 1
bristled 2
pluckd 4
POMPEYs 1
continents 2
witr 1
wits 7
vantages 1
warble 1
Modest 1
daws 1
principles 1
mournd 1
ork 1
plucks 1
succeeded 1
Luciana 1
Small 2
sweewWand 1
mice 1
parasites 1
with 11
higier 1
buying 1
amplify 2
abused 10
pull 1
rush 5
darken 2
garlands 1
oerheard 2
rage 7
mischievous 1
jointstool 1
Mmostprighdfuljudgee 1
couching 1
Parolles 1
rags 4
Thoual 1
dirty 2
abuses 2
severally 5
Close 2
seraensItThat 1
rescued 1
asss 2
darker 1
gone 11
charmeth 1
Despised 1
Hob 1
knavish 1
brotherly 2
gests 1
hardiment 1
accents 2
stealing 3
am 11
Lawn 1
watches 1
an 11
behest 1
as 11
ensuing 2
at 11
Hop 2
walks 6
ay 10
watched 1
admiring 1
tremble 5
allay 3
cream 2
Real 1
sayest 7
dalliance 1
Read 5
Aliena 1
laboursome 1
sanguine 1
hollowness 1
Spies 1
tight 1
myedawaty 1
vitness 1
Lady 8
Ssincensoughtsoe 1
Gracious 3
soldiership 2
conjectures 1
decree 2
beaks 1
waving 2
herbs 2
Tholtu 1
homely 3
softconscienced 1
mechanical 1
Weigh 1
compelld 1
wouldaddearllveuInto 1
Dissolve 1
infirmity 4
Slenders 1
aday 1
disdained 1
oith 1
Stabs 1
feltst 1
sobbing 1
tricks 9
groom 2
mask 1
Direct 3
witals 1
mimic 1
mast 1
mass 2
IwBau 1
Thyself 3
original 1
swearst 1
andablove 1
Convenient 1
consider 8
consciences 1
chimurcho 1
caused 3
beware 6
neigh 2
weariness 1
unfeignedly 1
younot 1
Caesar 4
Sicinius 1
Fie 10
tojudgmtend 1
Crownd 1
milchkine 1
oaths 9
tA 1
throwest 1
teinlied 1
careful 3
tinsel 1
hunting 4
sparkle 1
spiriu 1
tait 1
tu 1
tr 1
Carry 2
preconsul 1
squirrels 1
riots 2
to 11
tail 3
th 5
smile 7
Precious 1
sedition 1
homepage 1
Diminishd 1
undeserved 2
paying 2
tatter 1
agued 1
videlicit 1
returned 4
scut 1
swallows 1
floated 1
crestfallen 1
haovenly 1
offal 1
lurkd 1
swallowd 2
rn 1
condition 6
sans 1
cable 1
Mmost 1
marvellous 6
ingratitude 4
confederates 1
proverbShall 1
trowest 1
large 8
jointed 1
sand 2
Doubt 2
small 9
Soldiers 5
joiner 1
Wye 1
braid 1
quicker 1
LUCIANA 1
husbanded 1
honourably 1
unthankfulness 1
tirest 1
Should 8
past 11
lechery 2
quaintly 1
honourable 9
pass 10
turning 3
Dsd 1
lechers 1
destitute 1
rye 1
quicken 2
Sultan 1
horsedrench 1
clock 5
Patrician 1
forestall 1
poisonous 3
earkissing 1
swean 1
andwaikeDtiaao 1
prevailed 2
rehearsed 1
crownet 1
nurse 7
cherishd 1
method 2
dwells 4
full 11
RUGBY 1
easse 1
fugitive 1
hours 11
dregs 1
areevery 1
execte 1
knewst 2
hilding 2
nrymmy 1
outdone 1
Silence 2
shallshow 1
lakestGods 1
sender 2
kissdthe 1
strangerNo 1
Means 3
monee 1
sterved 1
experience 5
ErosI 1
devilishholy 1
travails 1
cozeners 1
unviolated 1
pick 6
action 9
moulds 1
luck 7
princelike 1
encountering 1
discommend 1
via 1
depart 6
reveller 1
milked 1
dropsied 1
uprise 1
vetch 1
excellently 1
follower 5
judgmentif 1
shifting 1
Preserved 1
manyheaded 1
crowned 5
beheld 5
pulls 1
monsingdealyu 1
darkens 1
entrap 2
select 1
stretchd 2
attendance 1
cherubins 1
sirtis 1
Soft 5
zephyrs 1
coupled 1
earthvexing 1
Step 1
pears 1
Romans 3
pearl 4
expires 1
breaches 1
morn 3
polecat 1
gorgeous 1
peard 1
yourffinge 1
Endows 1
more 11
AstTo 1
teem 1
door 11
heeh 1
Egregious 1
company 11
foregone 1
corrected 1
possession 5
lameness 1
Statist 1
rudeness 1
ducate 1
Found 1
spoild 2
cunning 8
couples 2
keeping 5
pleasing 3
undert 1
Nestor 1
Gods 10
malt 1
Egypts 1
learn 9
knocked 1
upbraided 1
male 3
whrnhsondisd 1
Your 11
beautiful 3
flatterieswhen 1
bogs 1
prompt 2
snese 1
libertines 1
meaner 4
demiAtlas 1
scab 1
bides 2
Abhorred 1
accept 2
states 3
sense 9
latchd 1
station 2
scar 4
dress 4
tapestry 2
condemn 5
huge 5
viperous 2
Hoists 1
trebled 1
OnrwThatccomoultiod 1
viand 1
unspeaking 1
Thereforetand 1
bridebed 1
dotard 1
bated 3
apronmen 1
freshly 2
queenErosStay 1
ploughd 2
speedy 3
Sicilius 1
creature 10
waved 3
wiles 1
plant 3
Gather 1
Isis 1
intended 3
March 1
disgraced 2
Losses 1
ofao 1
pleader 1
pinnace 1
Shyloc 1
pleasantst 1
mended 2
wellnigh 2
loathes 1
werebrytnohpea 1
waves 1
lankd 1
pleaded 1
palates 2
authentic 2
disgraces 2
crost 1
Howeer 1
refuse 7
Sicyonis 1
resemble 1
curbed 2
register 2
AEmilia 1
lightshve 1
tritA 1
irreligious 1
Nero 1
Frenchmen 1
granted 4
pipers 1
replied 3
Somebody 1
passages 1
handydandy 1
pant 1
Purple 1
locking 1
Dispose 1
fresher 1
trade 4
meriful 1
paper 10
bgpiphe 1
ignify 1
brim 3
signs 3
smiling 6
its 4
roots 1
saucy 6
Mulmutius 1
laced 2
headluggd 1
unaching 1
theyraik 1
importune 1
deeds 8
hounds 1
shuddering 1
alls 5
Jesters 1
dammd 1
Charm 1
travelling 1
sauce 4
Kindled 1
eithers 1
Sound 3
Knock 1
lookst 3
Resolve 1
tyrants 4
gipsy 1
secondarily 1
Traveller 1
buys 3
busied 1
Due 2
abandond 1
drivest 1
thereof 2
weeds 5
misuse 2
seekst 2
Betwixt 2
barefaced 1
harrow 1
yranny 1
stewed 1
URSULA 1
likeness 4
hereafter 9
strikest 1
always 9
assemblies 1
betweens 1
truths 2
Breed 1
Authority 2
events 2
eloquence 3
breothing 1
piping 1
Thanks 7
Arise 2
Oswald 1
found 11
handkerchers 1
lantern 1
ruminates 1
begged 1
bends 1
hasyrinuraad 1
Rose 1
Menecrates 1
scotched 1
eve 1
garners 1
Setting 1
ruminated 1
lanthorn 1
lakin 1
operation 2
EROS 1
opinioned 1
shepherdess 1
missed 1
nowNo 1
Frommanydrame 1
Aast 1
silks 3
freshest 1
Mustardseed 1
Dobbin 1
Report 4
Cobweb 1
darling 1
impudence 1
salute 2
ExirGgratang 1
Antoni 1
belief 4
risen 2
belied 2
claws 2
palter 1
mockers 2
scarre 1
parings 2
qualify 1
revania 1
acorn 2
imagine 5
weed 2
reproach 2
driven 4
pairs 1
constraineth 1
usurer 2
tribes 1
Fromboith 1
needer 1
petticoat 2
afflictions 1
sicken 1
comingon 1
lamentation 2
cravens 1
expedient 2
testament 2
barkd 1
castle 2
corslet 1
arose 1
impart 1
transpose 1
Hobgoblin 2
tatI 1
rooted 3
Remains 1
number 6
preservation 1
feeder 2
transgressed 2
paltry 2
Stroyd 1
Corruption 1
stage 6
pledge 2
Cosmo 1
guess 9
weep 9
heads 8
guest 5
jet 2
questiodino 1
Becomes 4
rmaor 1
morrispike 1
threatening 3
neatly 1
tradition 1
hallowed 1
Twill 6
saint 2
palate 2
discernings 1
grossness 3
syllables 1
weet 1
peaceably 1
oerpressd 1
justly 6
youngly 1
dolphinlike 1
longing 3
Shallbvemrybheffello 1
embattle 1
immediate 4
Milans 1
crop 4
dwell 6
willowtree 1
stairs 4
grace 11
ungrateful 2
bethought 1
determines 1
goodyears 1
scarrd 1
arrant 2
onewhen 1
pear 2
aak 1
sulphurous 2
goatish 1
bagpiper 1
determined 3
marriage 8
graveless 1
sinned 1
fishermen 2
unburnt 1
remembert 1
Alexander 2
remembers 2
Brook 1
nightwanderers 1
revelling 2
livers 2
vortnight 1
tranect 1
tyeknwife 1
fights 3
businesses 1
defect 3
Canidius 1
livery 5
Discredit 1
servitude 2
precipitating 1
supplyment 1
Hhere 1
Answer 5
sell 4
sa 2
seln 1
companyof 1
engrossest 1
Food 1
Brings 1
self 8
facinerious 1
trowel 1
distemper 2
dictator 1
also 5
silverd 1
nminatned 1
frail 2
Dumain 1
flakes 1
padyvoans 1
brace 2
Lessend 1
seized 2
Albeit 5
play 11
PORTIAS 1
monastery 1
swiftly 1
Entrance 1
Ist 9
yawn 2
Octavia 1
wedded 5
darts 2
outlustres 1
Discard 1
odorous 2
Philostrate 1
oyster 5
Jessica 1
fashiond 1
understands 1
udge 1
unequal 1
Capitol 3
wishd 6
seize 7
snuffs 1
Ie 1
sometimes 11
cover 6
Cost 1
mountebanks 1
fashions 2
barren 6
Grieved 1
smocks 1
If 11
Singing 2
Oerborne 1
eble 1
despise 5
nuncle 1
gold 11
Herod 2
mustnnot 1
Deadly 1
sowl 1
hoisted 1
Had 10
browbound 1
shekneelsd 1
clog 2
mould 1
bearward 1
defender 1
Behold 8
Has 3
NERISSA 1
urhe 1
occupation 3
adoptious 1
wraps 1
shouldst 8
Sswee 1
writes 6
writer 1
reels 1
SHYLOCKS 1
citos 1
failed 1
unjustly 2
Base 2
solitary 1
Strangers 1
factor 1
aby 1
apricocks 1
shebear 1
MmadametThey 1
deciphers 1
LAUNCELO 1
Holloa 1
giants 1
begins 7
Masters 4
niggard 1
enridged 1
Wife 2
beams 5
proffer 1
sunny 3
qiattrd 1
gratie 1
remedy 8
Hearty 1
twill 8
devising 1
pistols 1
MilfordHavenI 1
qiattrp 1
banner 2
shast 1
affront 1
enemy 9
devoured 1
Help 7
sleeve 2
bareness 1
hitherward 2
pleasures 5
cry 11
Unheard 1
tabourines 1
sojourn 2
Improper 1
Held 2
tottering 1
knolld 1
Fastend 1
oe 1
lofty 2
cease 6
weaver 1
river 3
crookedpated 1
witenrough 1
greetings 3
sew 1
receivet 1
set 11
Graves 1
ser 1
For 11
thedi 1
assemble 1
formry 1
bulks 1
startup 1
potent 3
sex 6
aulaeetand 1
fielddew 1
see 11
wron 1
imputation 1
sea 10
Queen 3
ratifdie 1
voided 1
Foh 1
outward 7
knees 5
Beshrew 3
spirits 10
Song 2
myselffor 1
Might 6
monsterd 1
lackingGod 1
guides 3
Boblibindo 1
ritm 1
Sons 1
Sswillnquudingnto 1
rite 3
scarfed 1
viciousness 1
monsters 5
compliment 4
speediness 1
knowing 8
leta 1
petitionary 2
childlike 1
hangmen 1
fold 1
aspicious 1
enormity 1
impressd 3
Against 9
wifebut 1
ditchdog 1
honoutwWhich 1
larnced 1
melts 1
mors 1
diminution 2
Served 1
baring 1
Pisanios 1
hailstones 1
ctest 1
Tribunes 2
lass 3
last 11
thou 11
lasy 1
barely 2
Submits 1
harpy 1
wantst 1
timorous 1
insolence 2
objects 1
SALANIO 1
lash 1
poverty 2
asshead 1
approve 6
blaze 2
Chid 1
healing 1
load 3
sandy 1
majesty 5
drunk 6
loam 1
empoison 1
Pageat 1
allegiance 3
delivering 1
hollow 3
thrasonical 1
Uupon 1
adjoining 3
Ingrateful 1
church 4
anythins 1
offendress 1
frosts 1
simpleness 3
worthless 1
devil 10
filth 2
Preeminence 1
monthly 1
acceptance 1
satire 2
caparisoned 1
hitting 1
runner 1
tippling 1
discerns 1
Herself 1
Care 2
firm 4
resting 2
sweetheart 2
Papist 1
Yonders 1
silenced 2
fire 11
infect 3
dully 1
Buckles 1
requires 2
arlightasr 1
fettering 1
engage 1
awake 7
forbad 1
beyondsay 1
opinios 1
towns 2
Starting 1
mournful 1
hardness 3
approachd 3
presses 1
handling 2
Old 4
hostess 2
unqualitied 1
Whisper 1
straight 10
estimations 1
notoncve 1
budget 1
admire 1
Tereus 1
obeys 1
BASSANIO 1
pressed 1
Measure 1
hereto 1
kissing 4
Cold 2
affright 1
owed 1
poune 1
pound 6
mote 1
agitation 1
moth 1
comsf 1
Holds 2
vow 7
pouns 1
pounr 1
owes 4
churl 1
mywlife 1
mywlifd 1
muleters 1
vanish 2
elements 3
chase 5
foregoers 1
Coriolanus 1
seel 1
starlight 2
Gentle 7
maids 8
Ibveleftsalgone 1
haveas 2
Bergomask 1
kinse 1
prescribe 1
Andbvggnd 1
Via 1
disquantity 1
survey 4
brawns 1
forgiveness 1
mortifying 2
leapd 1
displeased 1
snail 4
Then 11
doat 1
calendars 1
mustBless 1
epithet 1
attempted 1
Linen 1
leaps 1
hehisfurnlishee 1
necessity 8
endures 1
srnoughye 1
staider 1
wrenchd 1
infamous 1
early 5
ofieniurs 1
controlment 1
drenchd 1
commoners 1
Religious 1
loathsome 1
Son 3
person 10
commonkissing 1
oflawds 1
pickd 3
leanfaced 1
Unpolicied 1
Noh 1
accusative 1
plagues 4
uncouth 1
eftsh 1
Prosperity 1
faultiness 1
salve 1
Marss 1
yoaon 1
Horrible 2
theet 1
aDaniel 1
unto 11
assaying 1
burghers 2
drizzled 1
knighthood 1
Caelius 1
goblet 1
conclusions 3
dastard 1
reap 4
orbs 4
willtis 1
attractive 1
alvdtsiol 1
hovel 1
rangers 1
afterdebts 1
Angering 1
parents 5
Came 6
crying 6
muskrose 1
SALERIO 1
villanous 5
swinged 1
firstfor 1
reverted 1
surprised 2
Gallus 1
On 9
Ol 1
doors 7
demands 5
Mercurial 1
couple 4
mickle 1
striplingslads 1
drumble 1
wives 8
mischance 1
suffering 3
quest 3
Prodigal 2
abound 1
showest 1
dovecote 1
outstay 1
falcon 1
entrenched 1
unwearied 1
lunacy 1
Or 11
projects 1
formal 3
Egeus 1
sorting 1
imposed 1
disedged 1
Sighd 1
squandered 1
tardy 2
pounds 4
Christiat 1
continue 2
yields 3
scape 8
decrease 1
ho 9
privately 1
canst 11
Custom 1
flowerets 1
Prat 1
sighd 2
senate 2
spring 6
unsubstantial 1
unloved 2
limekiln 1
chastised 1
defuse 1
sighs 8
cansd 1
tyo 1
mighty 8
spiritm 1
sight 10
curious 4
Anthropophaginian 1
heobve 1
pale 9
Andp 1
Friend 3
rivalld 1
stirrup 1
progress 1
stables 1
mummy 1
Frank 2
novelty 1
oblivion 3
givemcs 1
religion 5
synods 1
bearst 2
parrotteacher 1
Nice 1
temple 6
inclination 3
be 11
Aeesscn 1
Look 11
reddest 1
ocuot 1
Clamber 1
Antonil 1
Draw 5
Antonio 3
thiefstoln 1
larnying 1
concealed 2
tenderbodied 1
beholders 1
briefest 1
vloutingstocks 1
carol 2
obscured 4
quicklier 1
by 11
crookd 1
che 1
doit 2
discontented 2
eyne 3
deserved 8
answerst 1
Pont 1
tartness 2
earswaving 1
hatches 1
wrinkles 3
deserver 1
deserves 5
ambush 2
Vileness 1
wrinkled 1
uaothrh 1
stomachqualmd 1
whipping 1
repair 7
sirI 1
reverence 5
garbage 1
Carthage 1
into 11
roofs 2
Young 6
moonish 1
thsedeie 1
Andbve 1
ACT 11
perishest 1
workingday 1
Trumpets 4
Sham 1
span 1
springeth 1
Charms 1
tasting 2
crossness 1
opend 1
enchafed 1
submit 3
custom 8
thirdly 1
smilets 1
Whateer 2
suit 9
tirevaliant 1
eyeless 1
thebroac 1
opens 1
strives 3
senates 1
servile 1
impudent 1
elsewhere 2
inches 3
belike 3
threateningly 1
lint 1
palethey 1
tiswhose 1
link 2
carping 1
Promising 1
ling 1
coldest 2
line 4
Mistress 6
posted 2
charmed 1
immured 1
neeze 1
dydis 1
sleepers 2
hornmad 3
up 11
us 11
enealye 1
slander 6
un 1
catamountain 1
mature 4
apiece 2
ud 1
betid 1
clerkly 1
empoisond 1
reconcile 1
hightopsl 1
raging 3
likewise 4
influence 2
haunt 5
coasting 1
loveshaft 1
enjoind 2
chat 1
Destroy 2
graceful 3
doe 2
concealment 2
spritely 4
Philippan 1
nettle 1
engender 1
sunken 1
tuft 1
Muffle 1
pent 1
idleness 2
saild 2
innted 1
scrape 1
victual 1
actors 2
hearnon 1
scraps 1
singed 2
dbtd 1
sails 5
unstable 1
tart 1
Eunuchs 1
potion 1
trediofheenice 1
mankind 3
Contagious 1
besiege 1
Deformed 1
Pisanio 1
faintly 2
changest 1
picturelike 1
officersthine 1
cannotenrough 1
breathed 4
ebl 1
Foolhardiness 1
sides 7
Kknow 1
ago 3
furthest 2
lane 1
land 8
fighter 1
trempling 1
reasoned 1
age 11
heartburned 1
holes 1
walked 1
bedclothes 1
Whoop 1
summit 1
lans 1
doves 3
Bellarid 1
oracle 1
fresh 7
Heavens 4
having 10
honestso 1
essay 1
emblem 1
serpinsd 1
partial 2
dawning 2
incorporate 3
inkhorn 1
scratch 4
isyYet 1
guerdon 1
soften 1
highways 1
ringIn 1
renown 5
cods 1
broader 1
dainty 3
amiss 6
gossip 3
goldenly 1
freet 1
lendings 1
Unloading 1
seemed 2
souuu 1
Tokens 1
gleek 1
tompart 1
augurer 2
lostshe 1
young 10
send 10
GRATIANO 1
glowd 1
gallimaufry 1
Jessicdnorh 1
Bottoms 1
BELARIUS 1
dislike 4
carelessly 1
bastardy 1
sent 11
Infueds 1
customer 1
pestering 1
garden 4
torture 6
Albion 1
continuer 1
continues 2
drovier 1
Clown 2
petitiond 1
possessp 1
drily 1
scanted 3
languishes 1
Mesopotamia 1
continued 1
wipe 4
Enters 1
timely 2
Ambassador 1
detested 2
compulsion 2
magic 1
Render 1
marry 10
f 1
tre 1
worr 1
alldreaded 1
try 11
omans 1
race 2
Directly 1
marrd 3
ioe 1
Bellarir 1
rack 4
andaele 1
altrumne 1
ieusoIf 1
ithis 1
disordered 1
Spending 1
Llet 1
ods 1
capering 1
mishap 1
fables 1
Aan 1
enclosed 1
Flibbertigibbet 1
quarrelous 1
hpphysuubjec 1
banishers 1
odd 6
victor 2
Jessicd 1
twine 2
Gillian 1
sweats 2
Assured 1
thirds 1
unbated 1
acklaigtwhould 1
Wounds 1
hereditary 3
henceforth 6
Conceal 1
Alas 9
twins 2
oration 1
Jessicr 1
selfexhibition 1
shiverd 1
bird 7
mollis 1
nearest 1
led 7
indignities 1
leg 5
Freedom 1
Gorgon 1
ofnforc 1
spake 8
themt 1
let 11
Pillicockhill 1
licence 2
Puppies 1
hadbut 1
fifteen 3
uswas 1
unbolted 1
vinegar 1
great 11
revile 1
eldestborn 1
BOYS 1
receive 8
oenger 1
thata 1
makea 1
dreadbolted 1
ctd 1
notmloved 1
greae 1
Dromio 1
BALTHASAR 2
grandchild 1
defeat 3
opinion 9
oulr 1
maket 1
makes 10
maker 1
thats 10
rive 2
sojournd 1
dissolute 1
counsela 1
sire 2
Yoall 1
folded 1
cuckold 5
Danielt 1
mariners 1
sirs 3
counsels 5
cripple 1
indistinct 1
ninth 2
nibbling 1
tools 1
standing 6
confidence 5
zir 1
propose 1
onetain 1
incertain 1
Longing 1
Sole 1
ministers 6
next 11
Methinks 9
undishonoured 1
doubt 11
amdumb 1
Wedding 1
feelingly 2
yourBut 1
doubling 2
Outsweetend 1
refusal 1
Allworthy 1
confiscate 2
laboured 2
babe 2
itre 1
infamy 1
snap 1
AMIENS 1
om 1
waitinggentlewoman 1
bodily 2
heartily 8
ol 1
labourer 1
sharply 2
Rogues 1
baby 3
gladly 5
demerits 1
Cydnus 2
charity 4
Therein 3
Madam 7
pickedwith 1
balls 3
animals 2
Pible 1
charactery 1
this 11
challenge 4
Pronounce 1
pour 5
Auroras 1
stany 1
prompts 2
thin 4
dh 1
havesspoku 1
PAGE 1
Excludes 1
slid 1
weaker 4
bent 8
pawn 5
drugdamnd 1
process 3
lock 5
rode 1
purposes 5
pieces 6
high 11
ascension 1
Bequeathed 1
Cats 1
nears 1
bend 8
slip 6
worldlings 1
pieced 1
purposed 5
trumpet 4
Struck 1
amend 2
stings 1
rgce 1
nearO 1
paled 1
rejoicing 1
butwThatoIf 1
Wave 1
delay 7
procured 2
courtiers 4
syrups 1
animal 2
procurea 1
Neriss 1
subdues 1
mysteries 2
mightst 4
Taen 1
pales 1
HIPPOLYTA 1
Wthat 1
bnds 1
halter 2
singular 1
rackd 2
tied 3
Ovocativo 1
Antipholuses 1
demonstrating 1
Rugbymine 1
fits 6
ties 1
abhorrd 2
hawk 2
wrens 1
Reverbs 1
appoints 1
Beauty 1
huswifes 1
GLOUCESTERs 1
counter 2
Winnow 1
Ond 1
element 4
commodities 2
dinners 1
writ 10
allot 1
allow 3
Greece 3
Ons 2
counted 1
highservants 1
weh 1
Drink 2
thigi 1
thigh 2
VENTIDIUS 1
oerlabourd 1
shallpmereiave 1
peck 4
move 8
vicar 2
doubtful 4
smug 1
swain 2
oerreaching 1
fullfortuned 1
swinedrunk 1
protests 1
omnes 1
wetaee 1
underminers 1
operative 1
warren 1
perfect 7
gossiping 1
bounmaonpsined 1
Himself 2
decay 4
chosen 4
progeny 2
perplexd 1
dispose 4
imperfection 2
Brooks 1
meantime 4
neveryYet 1
thieves 6
degrees 4
thediofheenice 1
perfectest 1
choleric 2
Gloucester 2
andlgitind 1
tobve 1
physicians 1
departedst 1
belch 1
jointservant 1
earn 4
ship 4
snake 2
kiss 9
cage 4
Attendant 5
comedy 3
irks 1
undertaking 2
trutt 1
VII 7
whither 8
Desist 1
Sad 1
beliest 1
Say 9
foining 1
foulst 1
truth 11
princesses 1
accompanied 1
gaoler 5
paler 1
Saw 3
scorch 2
slThe 1
oerwatchd 1
Boarding 1
salved 1
suitors 5
determine 4
tents 1
doing 9
PISANIO 1
heated 1
tother 1
bleedst 3
society 4
books 3
itsel 1
stepmothers 1
dowerless 1
differ 1
tenth 3
wander 5
witness 9
Chiefly 1
likings 1
favourd 1
Noise 1
braggd 1
Seleucus 1
sinedaf 1
decision 1
Very 9
nowadays 1
monumental 1
seasoed 1
venom 1
Recoil 1
favours 5
Galen 3
fancysick 1
tdingnto 1
plessed 1
lookingglass 1
lob 1
shut 7
oeit 1
perish 4
Meeting 1
fuming 1
Mmaster 1
godly 1
emboldend 1
Bedabbled 1
greedy 3
Ofsmys 1
Montferrat 1
graze 2
surely 6
cabin 1
tempt 2
thrust 5
Meet 4
nowwill 1
virtuehe 1
Poins 1
Lesser 1
prains 1
Unarm 1
Jewtand 1
spill 2
Thoult 2
scars 3
Willruish 1
surfeits 2
length 9
hindering 1
Gots 1
bechanedaut 1
Uplift 1
Illdive 1
scare 1
scarf 5
shelamb 1
neatherds 1
endowments 1
blown 5
martlet 1
recomforted 1
Prologue 1
scene 7
feasts 4
ubllishthis 1
padpon 1
takest 2
becomest 1
affliction 3
owner 6
blows 6
cabbage 1
pined 1
Fare 10
vixen 1
underborne 1
courtes 1
festival 1
fait 2
traveller 3
backdoor 2
feastO 1
physic 6
clotpoll 2
Iras 1
Moulded 1
painful 2
grated 1
malady 2
enforcement 2
prety 1
stomach 8
darest 5
prostitute 1
havet 2
Sfed 1
welcom 1
latewalking 1
wWilowe 1
wasand 1
clew 1
surcease 1
vouch 2
lingered 1
detaind 1
leman 1
countrymana 1
haven 2
Reptent 1
steel 7
inscriptions 1
buttocks 2
Insolent 1
Officious 1
beseem 1
steed 3
gitingisn 1
dower 2
Peloponnesus 1
jollity 3
Sweetest 1
attetiov 1
tortures 1
agate 1
stricter 1
repented 2
steep 3
foxship 1
steer 1
ingenious 3
accusing 1
false 11
shrinks 2
beggar 8
ordaining 1
trusting 2
directitude 1
poisons 2
gently 3
bewitchment 1
tonight 10
gentle 11
eindihmafltru 1
threenookd 1
Conspirant 1
muic 1
poisond 4
Youll 8
clearly 1
Roaming 1
necessities 4
competency 2
mountainous 2
Enobarb 1
porkeaters 1
dishes 2
linen 2
stowage 1
mills 1
sententious 1
patroness 1
Dogs 1
gost 2
CURAN 1
hecurarntw 1
babes 5
Portitwais 1
injunctions 1
lily 1
tyrannical 1
Antipodes 2
fornever 1
Pierce 1
finsl 1
chambermaids 1
manor 2
snuff 4
fornevey 1
Horns 3
enrolld 1
courtesy 9
fasting 2
carcasses 3
device 6
Accommodated 1
vultures 1
Reserve 1
pulletsperm 1
hypocrite 1
boarish 1
pout 1
Expedition 1
Prisoners 1
bred 9
stronger 7
sorrowest 1
face 11
werecooucging 1
goodsooth 1
Heighho 2
Sluttery 1
wounded 5
patricians 1
painting 3
fact 2
thunderbearer 1
AEGEON 1
faireyesy 1
Proceed 5
hake 1
Paris 1
markettowns 1
woolly 1
alllicensed 1
vacancy 1
bring 11
brine 2
Theoathee 1
oerwhelmd 1
Under 7
rough 8
toGodl 1
trivial 4
principal 2
thefooteing 1
pause 4
havemparerd 1
Ppeahe 1
jay 1
mute 2
droven 1
enamelled 1
should 11
buttons 1
planted 4
ntve 1
Atone 1
bilbo 1
riding 2
wretchedness 3
flinch 1
unmeriting 1
hope 11
Bardolph 1
Fashiond 1
handle 1
cranks 1
means 11
Whether 6
familiar 7
sHowmre 1
lucky 1
prohibition 1
Keep 8
beingtwoe 1
gnawd 1
derogately 1
honesttrue 1
meanl 1
Ays 1
contriving 2
wring 2
shaping 1
gnawn 1
Once 4
following 8
Upons 1
Because 9
contemptible 1
victuals 1
unexecuted 1
Chitopher 1
thatgGives 1
wellwillers 1
thieregighe 1
summon 1
ssame 1
intermission 3
stuff 8
untuneable 1
Ayr 1
taxed 1
rein 2
Theoathet 1
Mephostophilus 1
hseknwif 1
trueor 1
frace 1
vizarded 1
pronoun 1
basted 1
priser 1
frame 7
shreds 1
lazy 2
edition 1
Cassibelan 1
Adoption 1
padpo 1
sessa 1
thigt 1
incurable 1
rubbing 1
innovator 1
soothing 1
dungeon 2
wilninuly 1
wire 1
destiny 7
notad 1
partisan 1
AGRIPPA 2
synod 4
Requickend 1
Safest 1
Restoration 1
taunting 1
parricides 1
Abate 1
slack 2
pilgrim 1
wdyloct 1
youll 10
fehemently 1
warmarkd 1
ends 7
Youre 6
longd 1
Forum 1
unmusical 1
ld 1
scolds 1
butts 1
adoing 1
strides 1
rnddering 1
keels 1
fossetseller 1
Edge 1
Sirreverence 1
ravening 1
Tripleturnd 1
twinkling 1
drum 6
baubles 1
coragio 1
perfidious 1
challengers 1
invited 2
BOTTOM 1
whispered 1
drug 1
rams 2
apter 1
figures 3
ildmhake 1
lowvoiced 1
cudgel 3
Hasten 1
aye 3
Endue 1
Acordo 1
lustdieted 1
co 1
Her 11
angellike 1
surgeons 1
ca 1
dutywhat 1
ce 1
distil 2
LEONATO 1
sechvitins 1
crafted 1
whispering 1
Hem 1
acres 1
rougher 2
debt 5
mnennonn 1
Get 9
gondola 2
questionless 1
behaviorwe 1
poured 1
Abbess 1
feather 4
waste 8
ballast 1
surety 3
tyranny 3
THESEUS 1
cohorts 1
rioting 1
coure 1
forspoke 1
togethee 1
neighbour 5
Whence 3
nobleness 4
resort 1
hateful 5
meteor 1
isabrove 1
Knights 1
ravens 3
banish 2
untenderd 1
wearied 1
wouldshwe 1
sourly 1
lecherous 1
commendtsion 1
loathed 2
machinations 1
abhorring 2
yeoman 1
apparitions 1
ound 1
garrisond 1
expiration 1
lustier 1
maul 1
STARVELING 1
sith 3
Cricket 1
hals 1
ripe 6
Loved 2
Goneril 1
Idoe 1
soughtwhould 1
votaress 1
adventures 1
lust 6
